gene_id	1	all_lost	elegans_lost	sp34_lost	domain	life_stage	phenotype	reference_count	tissue	interaction	EMB_0	4_cell	EMB_30	EMB_60	EMB_90	EMB_120	EMB_150	EMB_180	EMB_210	EMB_240	EMB_270	EMB_300	EMB_330	EMB_360	EMB_390	EMB_420	EMB_450	EMB_480	EMB_510	EMB_540	EMB_570	EMB_600	L1	L2	L3	L4_her	young_adult_her	old_adult_her	male	adult_soma_her	adult_gonad_her	dauer_entry	dauer	dauer_exit
CELEG.F56B6.4	1	0	0	0	3	28	5	4	13	3	287.5	408	206	138.5	70.6667	68.3333	100	115	55	193	200	232	324	3370.33	464	853	13997	1036	1246	2125	2218	134	7847.5	5829.5	10293	7727.5	2423.5	151	5375	4265.5	241401	1642	2627.5	3567.67
CELEG.F56B6.5	1	0	0	0	6	15	1	5	12	0	1	0	3	0	2.33333	11.3333	4.33333	9	8	20.3333	16.5	27	41.5	119.333	22	87.5	532.5	43	82	117	144	2.5	669	140	349	47	57.5	0	102	80	13564	550.25	1344	841.667
CELEG.F56B6.6	1	0	0	0	1	13	0	0	3	0	7.5	7	0	0	0	1.33333	0	0	0	3	0	8.33333	4	114	0	8.5	89	7	11	44	25	0.5	574	99.5	84	83.5	22	0	72	32	6158	362.5	338.25	129.667
CELEG.F56C11.1	1	0	0	0	7	26	33	30	2	16	172.5	360	597.5	541.5	612.333	1038	1084	1643.67	1013	2003.67	2596.5	3726.67	4003	4806.67	3954	5584.5	3437	4715	4872	4996	4315	276.5	3076	2048	3496.5	590	987	120	2426	1360.5	212340	3932	4265.5	2161.33
CELEG.F56C11.2	1	0	0	0	4	22	6	5	1	0	127	152	128	109.5	82	105	113.333	241	111	483.333	491.5	1306.33	1388.5	5326.33	1972	4324.5	3536	5032	6395	8308	9176	104.5	3827	4398	4808	1623.5	440.5	42	1347.5	1244.5	259641	8673	8783	6098.67
CELEG.F56C11.3	1	0	0	0	2	19	2	2	8	0	1075.5	915	575.5	669	629.667	863.667	884	701.333	498	702.333	659	811.667	641	572	691	607	576.5	251	249	638	555	917.5	737.5	193	592.5	280.5	583.5	584	234.5	290	47264	645.75	1045.5	579.667
CELEG.F56C11.5	1	0	0	0	1	14	3	0	5	0	4131.5	4440	1613	994	746.667	914.333	1094.33	1360.33	899	1735	1849	1896.67	2040	1572	2920	2351.5	2139	2183	2197	3380	2204	2419.5	919	389	1218.5	702.5	1724.5	726	505	693.5	125047	639	1254.25	856
CELEG.F56C11.6	1	0	0	0	5	18	4	1	7	0	177.5	132	221	273.5	239.667	307.667	220.667	150.667	98	177.333	242.5	696.667	613.5	1232	393	1379.5	1512.5	1222	1417	2109	2491	176	1654.5	649	754	593	382.5	11	719.5	406	95114	1053.5	1929.75	1494.67
CELEG.F56C3.1	1	0	0	0	1	0	0	0	0	0	3.5	9	0	0.5	0.666667	2	1.33333	0.333333	0	1.66667	5.5	6.33333	0	9.33333	0	6.5	1.5	5	0	3	9	0.5	4.5	2	0.5	0	3.5	0	0	0	128	2.5	3.5	4.33333
CELEG.F56C3.10	1	0	0	0	1	0	0	0	0	0	0.5	4	7.5	3.5	3.66667	1.33333	2.66667	0.666667	2	0	3.5	1	0.5	1.33333	0	1.5	1.5	18	2	0	6	3.5	2	0	0	0.5	0	0	2.5	0	94	1.5	0.5	0
CELEG.F56C3.2	1	0	0	0	3	16	0	0	1	0	2.5	24	9.5	4	3	6.66667	0.666667	1.66667	17	7.33333	26	27.3333	30	49.6667	51	20	420.5	34	26	45	80	7	226.5	128.5	180.5	57	59	3	86	127.5	5345	39.5	5.25	75.6667
CELEG.F56C3.3	1	0	0	0	5	0	0	0	0	1	0	0	0	0	2.66667	1.33333	3.33333	2	0	0	2.5	3	1	4.33333	0	11	2	13	2	12	3	0	4	0	0	0.5	0	0	0	0	29	0	0	0.666667
CELEG.F56C3.4	1	0	0	0	1	0	0	0	0	0	2	5	7	0	3.66667	1.66667	1.66667	0.333333	17	4	3	5.33333	10.5	8	0	11	16	12	11	0	17	0	6	4	4	10.5	12	0	0.5	4	271	0.75	0	0.666667
CELEG.F56C3.5	1	0	0	0	1	0	0	0	0	0	2	1	0	3.5	0	0	3.66667	0.666667	9	3.33333	1	1.66667	0	3	0	6	8	6	0	7	6	0	0.5	0	0	0	0	0	0	0	14	0	0	0
CELEG.F56C3.6	1	0	0	0	1	0	0	3	0	0	179.5	86	86.5	56.5	31.6667	16.6667	23	9	0	14	0	13	4	11	2	19	21.5	37	11	0	18	52	7.5	0	1.5	0.5	5.5	10	6.5	0	2899	5.25	13.75	9
CELEG.F56C3.7	1	0	0	0	0	6	0	0	1	0	3	0	0	0	0	0	1.66667	3.33333	0	0.666667	0.5	0.666667	1	1.33333	0	0	2.5	0	3	0	0	1	0	0	0	0	0	0	0	0	52	0.5	0	0.333333
CELEG.F56C3.8	1	0	0	0	0	14	0	0	1	0	8	0	7.5	0	0	0.333333	3.33333	0	0	2.33333	1	19.3333	10.5	46.6667	17	42	41	13	12	182	137	2.5	50	91.5	89	1255.5	34	0	9426	171	63039	1.25	4	12628.7
CELEG.F56C3.9	1	0	0	0	1	0	0	0	0	2	25.5	56	7	14	0.333333	3.33333	1.66667	3.66667	5	6.33333	15.5	35.3333	34	50.6667	69	82.5	205.5	87	115	291	260	22	568	138.5	205	594	1039.5	51	685	349.5	25437	1905.25	2761	822
CELEG.F56C4.1	1	0	0	0	1	11	0	0	4	0	74	78	159	180	159	195	197.667	78.6667	77	86.6667	52	41	19.5	51.3333	28	31.5	144.5	50	40	64	51	78	73.5	17	29	10	5	5	10	6	4433	65	196.5	37
CELEG.F56C4.2	1	0	0	0	5	0	0	0	0	0	29	2	5.5	2.5	9	11.3333	13	8	9	1.66667	3	5.66667	5.5	15.3333	2	12	4.5	12	2	2	8	6	1	0	0.5	0	0	0	55.5	0	536	0	6.5	32.6667
CELEG.F56C4.3	1	0	0	0	2	13	0	2	12	1	5.5	5	5.5	2.5	9.33333	7	5.33333	3.33333	8	4.66667	13	33.6667	21.5	120.333	3	123	1227	72	135	164	192	0	880	109	165.5	86.5	51.5	0	79.5	116	16926	527.25	946.25	641.667
CELEG.F56C4.4	1	0	0	0	2	14	0	0	5	0	49.5	22	20.5	2.5	6.33333	11.3333	4.33333	10.6667	0	16.6667	6	23.3333	24.5	148.333	30	50.5	229	42	64	218	263	13.5	99.5	65	160	38	41.5	0	91.5	93	13771	1528	2379.75	768
CELEG.F56C9.1	1	0	0	0	2	27	25	12	25	7	36859	44471	34174.5	31086.5	22832	27104.3	25524	26095.7	28351	25301	32842.5	26056.3	28967	21202.3	34760	26018	44019	22124	24082	34701	28128	27223.5	22333	6644	20960.5	6724.5	17144	24826	7304.5	7618.5	2304842	27425.5	68601.5	32859
CELEG.F56C9.10	1	0	0	0	0	19	0	1	13	2	16369.5	28898	17240.5	12460.5	10482.7	14708	14438.3	13492.3	11206	12270	15883.5	12916	15530.5	12840.3	17096	15492	17553	12387	12831	12297	13605	12377.5	18754.5	3764	8714	2248.5	20944	14511	4919.5	4858.5	1209607	14145.5	34167.2	17638
CELEG.F56C9.11	1	0	0	0	2	12	1	0	3	2	1623.5	3226	682	421	267	429.667	338	259.333	359	181.333	276	252	257.5	188	289	258.5	474.5	167	205	417	355	1272	332.5	114.5	272	191.5	1027	1330	462	462.5	44324	293	739.5	531.667
CELEG.F56C9.3	1	0	0	0	7	13	2	1	5	0	10193	14430	3556	1601	913.667	965.333	758.333	663	773	470.333	550	422	636.5	437.333	959	613.5	818.5	619	611	1071	758	4222.5	101.5	333	1054	431.5	5906	5671	650.5	1438	207005	630.5	2551.5	1055
CELEG.F56C9.5	1	0	0	0	1	15	0	1	3	0	5.5	10	14.5	5	3.66667	10	11.3333	3.33333	4	3.66667	19	11.6667	4	9	4	11.5	8	8	6	10	12	5	9	6	33.5	45	75.5	10	610.5	52	4303	28	40.75	253
CELEG.F56C9.6	1	0	0	0	0	16	0	0	2	0	9801	9438	2751	1318	650.667	587.333	491.333	333	380	314	337.5	335.667	491.5	294	427	358.5	485	290	390	800	450	4498.5	132	467	2001.5	1263	8223.5	9760	1541	1475	243266	853	3274.5	1851.33
CELEG.F56C9.7	1	0	1	0	0	21	2	1	5	1	70	47	48.5	27.5	33.3333	49.6667	41.6667	128	20	157.333	221	849.333	687	2064.33	520	1614.5	8369	1492	2331	6369	3506	2.5	9708	4945	9763.5	6301.5	4951	68	5507	6618.5	259596	2228	1823.75	3999.67
CELEG.F56C9.8	1	0	0	0	2	16	1	0	2	1	141	193	328	401.5	430	574	743.333	1037.67	645	2402.67	1939	4598.33	3975	9025	7939	13422.5	11836	15733	19644	35623	25312	179	2488.5	856	1679.5	462	373	8	770	647	468840	3708.75	5852	3730.33
CELEG.F56D1.1	1	0	0	0	8	13	3	0	4	0	1513	4494	1674	981.5	714	1160.67	995	954.333	975	1022.33	1015	913	1061.5	693.333	868	747	1668	558	717	1755	904	2071.5	1475	540	1276.5	349.5	2843.5	3987	841	974	148938	1897.75	3876	3210.33
CELEG.F56D1.2	1	0	0	0	2	15	2	0	6	3	8509.5	8485	3901	2327.5	2066.33	2840	3218.67	3453.33	2965	3076.67	4164	3767.67	4913.5	3696.67	5247	4697	7169.5	3554	4072	4136	3710	4065	3507	2536.5	3964.5	1604	4674	6654	1537.5	1897	354092	2366.5	4614	4095.67
CELEG.F56D1.3	1	0	0	0	1	22	4	3	3	0	5511.5	4942	2431	1452	1337.67	1883	2114	2122.33	1896	1915	2613	2169	2836.5	2040.67	3083	2549.5	4249.5	1879	2387	2296	2170	2791.5	1655	1370	2003	1034	2372	4082	770	1049.5	199488	1050.75	2616.25	2080
CELEG.F56D1.4	1	0	0	0	11	15	18	34	11	24	7546	21034	10688	6855	6822	11006	13352.7	14796.7	12258	15025.7	21255	19881.3	22544	16024.3	30250	24442	19243	21861	22122	16925	16088	8189	6643	2999.5	5341.5	846	7970.5	9286	2168.5	1887.5	894613	6129.75	17990	8127
CELEG.F56D1.5	1	1	0	0	5	16	1	4	7	1	216	336	915.5	819	994.667	1442.33	1597	2216.67	1633	3105	3868	4579.67	5075	4068	6222	5684.5	4194	3946	3967	5903	3485	563.5	1656.5	1045.5	2127	586	305	17	541.5	926	178747	5173.5	2142.25	2407.67
CELEG.F56D1.6	1	1	0	0	7	21	1	1	16	0	13.5	4	26.5	11	28.3333	18.3333	37.6667	63	16	199.333	110	569.333	407	7632.67	359	1901.5	1185	1478	2793	9172	7201	11	952	52.5	230	199.5	250	233	203	252.5	78079	1274	2860.75	3598.67
CELEG.F56D1.7	1	0	0	0	2	25	3	10	10	3	17806.5	26263	5787	2318	1081.67	1125.67	709.333	772.333	759	660.667	726	610.333	902	486	1233	804.5	908	933	821	2164	1395	8599.5	168	1056	3897.5	1642	19152.5	10156	1539.5	2719.5	414174	1382.75	5424.75	2778
CELEG.F56D12.1	1	0	0	0	1	23	16	7	18	1	2480.5	2510	1802	1433.5	1563.33	2328.67	2234.67	2532	2063	2618.67	3659.5	3548	4200	3671	5475	4645	9126.5	3156	3658	3747	4357	1390	5565	3712.5	9357	2565	3995.5	3085	2704.5	4462.5	265796	3971.25	8014.25	4166.33
CELEG.F56D12.4	1	0	0	0	3	18	1	2	14	12	140	137	117	98	88	188.333	197.333	387.667	170	607.667	742	1493	1677.5	2494.67	2591	3620	3761	3551	3794	3675	3681	82.5	3722	404	841	283	324.5	105	323.5	191	96192	1547	3852.5	1998
CELEG.F56D12.5	1	0	0	0	3	29	2	11	31	8	39488	59330	24068	21728	15246.3	18338.7	19810	19513.3	14881	18246.7	21795.5	18244.3	25419.5	22298.3	39723	27790	110302	29787	29355	31984	23784	17292.5	133834	40009.5	99326	32663	69820	48781	20504	25163	4631486	67706.5	165700	119824
CELEG.F56D12.6	1	0	0	0	7	14	3	4	11	2	5369	10376	6029	4011	3247.67	4220.67	4150.33	4307.33	3376	4132	5419.5	4299.33	4950.5	3615	7346	4497.5	4651	3265	3664	3778	3526	4719.5	2543.5	1246.5	3094.5	849.5	4971	7139	1104	1437	262451	2639	6622.5	4310.67
CELEG.F56D2.1	1	0	0	0	3	0	26	5	0	6	39440.5	17415	11562	8893	5567.67	6755.67	7823.33	8545	7731	9210	10733.5	11174	14401	10743.7	14328	13500.5	39131	12971	14439	15510	14604	8515	41060	24857	55662	17660.5	23689.5	12908	15525.5	18130	1889425	17540.5	30085.2	20477.7
CELEG.F56D2.2	1	0	0	0	6	15	6	2	5	3	1487.5	1547	1214	891.5	1187.67	1340.33	1193	806	679	637.667	649.5	352	313	244	439	183	400.5	106	142	227	208	1010	456	251.5	822	311	1756.5	1738	559.5	487	84006	811.25	2068.25	1225.33
CELEG.F56D2.3	1	0	0	0	7	20	1	1	3	1	43.5	42	80	173.5	146.667	190.333	333.667	718.333	257	1282.33	1573	2794	2658	2023.67	2919	3880	2155.5	2810	3564	4815	3212	54	672.5	924.5	895	210.5	42.5	0	341	195	101882	94.25	132.75	61.6667
CELEG.F56D2.4	1	0	0	0	3	16	3	2	3	0	9.5	0	5	7	1	0.333333	0.666667	4.33333	2	2.33333	2	5.33333	1	42.6667	8	19	131	35	16	33	21	0	170.5	16	11	5	13.5	0	8.5	3.5	1811	16.25	18.5	22.3333
CELEG.F56D2.5	1	0	0	0	7	18	0	1	1	0	22	41	20	11	43	36.3333	43.3333	69	55	71.3333	71.5	64	59	83.3333	120	90.5	502.5	75	167	150	103	20	430	160.5	215.5	120	126	0	219.5	207.5	20425	586	893.5	915
CELEG.F56D2.6	1	0	0	0	14	18	28	4	4	2	18235.5	15075	11814.5	10204.5	7662.33	10435.3	10725	10667.3	10608	9593	10585	7764.67	9987.5	5357.67	9922	6885.5	11579	6104	6279	6363	5462	8334	7575	4328.5	10176	2809.5	12971.5	11982	2570	2763	847272	4294.5	8781	7369.67
CELEG.F56D2.7	1	1	0	0	4	17	12	44	12	18	3549	3082	1514.5	1051	750.667	1266.67	1332.67	1666.67	1586	1801.33	2316.5	2416.33	2852.5	1783.33	2965	2230	3050	2091	2211	2461	2125	1395	2961	943	2320.5	809	3778	2895	951	1353.5	228563	1682	3502.5	2156.33
CELEG.F56D2.8	1	0	0	0	0	12	0	0	3	0	0	4	3.5	0	0.666667	0	5	1.33333	0	5.33333	2	11	0.5	19	14	26.5	15.5	8	12	14	22	0	6	1	7	5	6	0	847	4.5	2566	6.75	11.5	144.667
CELEG.F56D3.1	1	0	0	0	1	20	0	0	5	3	62	155	27.5	36	26.3333	37.3333	126.333	115.667	199	382	324.5	823.333	754.5	2213.33	2241	3876.5	5204	9426	10669	10561	13485	13.5	5745.5	8684	5214.5	6632	320.5	0	5027	4506.5	561896	1527	2846.25	2055
CELEG.F56D5.1	1	0	0	0	3	23	3	1	2	0	198.5	931	488	652.5	545.667	1139.67	1665.33	3373	1640	6253.33	7954.5	11900.3	13474.5	7864	11294	11071	6251.5	8322	8401	9816	5802	400	203	145.5	109	38	141.5	597	106	134	554551	245.75	781.5	406.333
CELEG.F56D5.10	1	0	0	0	4	11	0	0	2	0	0	0	0	0	2.66667	0	2.66667	1.66667	0	3	4	4.66667	5	10.6667	19	8	17	22	4	21	0	1.5	2.5	3	2.5	0	0	0	1	1	262	11.75	22	12.3333
CELEG.F56D5.2	1	1	1	0	0	15	0	0	2	0	0	20	13	20.5	7.33333	3	6.33333	11.3333	18	37	49.5	79.6667	76	42.3333	95	68	36.5	49	41	50	57	5	5.5	15	70.5	44.5	15.5	21	392	28.5	3283	3.75	4.75	186.667
CELEG.F56D5.3	1	0	0	0	1	11	0	0	1	2	42.5	106	105	48.5	54.3333	41.6667	43.3333	67.6667	46	60.6667	144	147.667	179	232.333	169	264.5	470.5	266	411	584	387	84.5	272	148	224	44.5	35.5	5	184	127	32393	699.5	2536	1626
CELEG.F56D5.5	1	0	0	0	7	14	2	0	2	1	1740	2861	2689	2815.5	1495.33	592.667	121.667	24.6667	47	23.3333	11	22.3333	31	41.6667	28	61	64	31	48	52	30	2095.5	5	1	1	8	161	189	0	21.5	41920	7.5	7.25	2.66667
CELEG.F56D5.6	1	0	0	0	0	21	0	0	2	0	21	57	40	37.5	15.3333	32	16.6667	26.3333	9	36	34	228.333	212.5	650.667	113	617	2138	499	678	1260	1065	18.5	2568	1560.5	1682.5	792.5	595	17	1475.5	1049	99719	1182.5	2051.25	3233.67
CELEG.F56D5.9	1	0	0	0	9	0	1	0	0	0	0	5	3.5	0	0	2.33333	7.33333	4	0	2.66667	11	15.3333	19	9.66667	5	33	18	38	9	0	34	2.5	6	2	10	1	4	3	42.5	4	343	4.5	11.75	20.3333
CELEG.F56D6.1	1	0	0	0	1	0	0	0	0	0	8.5	10	8	2.5	0.666667	3.66667	1.66667	7	4	3.33333	4	5.66667	9.5	12.3333	4	8	5	30	2	5	20	2	6.5	0.5	1	2.5	3	0	2	3	345	0	1.5	6.66667
CELEG.F56D6.10	1	0	1	0	0	11	0	1	1	0	0	4	0	0	0	1	1.33333	1	0	1.66667	0	2.66667	6	4.33333	0	2	37.5	0	8	2	0	0	405.5	0.5	0	13.5	57.5	0	29.5	10.5	6379	2.75	3.5	6.66667
CELEG.F56D6.11	1	0	0	0	19	0	0	0	0	0	0	0	0	0	1.66667	0	2.66667	1.33333	5	0	0	1.66667	2.5	7	0	0	2	0	5	0	0	0.5	0.5	0	0	0	0	0	0	0	3	0	0	0
CELEG.F56D6.12	1	0	0	0	18	0	0	0	0	0	0	0	2.5	0	0	1	0	3.66667	0	1	1	0	0	0.333333	0	8	0	3	3	0	0	0	0.5	0	0	15.5	17	0	81	18	705	0	0.5	40.6667
CELEG.F56D6.13	1	0	0	0	11	15	0	0	1	0	0	7	0	0	1.33333	0	1.66667	0	0	0	0	0.666667	1	3.33333	0	4	4.5	8	1	0	0	0	1	0.5	17	162.5	60.5	16	687	92.5	4642	0	1.25	330
CELEG.F56D6.14	1	0	0	0	2	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.66667	0	7	5.5	0	0	0	6	0	1	2.5	116.5	181.5	40.5	0	765	13.5	5300	0	1	305
CELEG.F56D6.2	1	0	0	0	1	17	0	9	4	2	9.5	69	43	20	30.3333	57.6667	35.6667	12	13	9.66667	16	73	63	698.667	85	198	2687.5	253	340	820	632	2.5	1186.5	1388.5	4569.5	869.5	835	0	1506.5	1226.5	73787	231.25	234.25	1542.33
CELEG.F56D6.4	1	0	1	1	1	0	0	0	0	0	16.5	1	10.5	4	4	1.66667	1	9.33333	6	14.6667	23	15.6667	18	26.6667	9	32.5	27	26	17	38	68	3	18	7	2	0	2	0	1	0.5	1011	22.75	43	12.3333
CELEG.F56D6.5	1	0	0	0	1	0	0	0	0	0	0	4	2	0	1.33333	0	2.33333	5	5	0	4.5	5.33333	7.5	4.33333	7	3.5	14	13	14	21	0	0	14.5	10.5	7	16.5	0	0	11	21	694	58.5	22.75	4
CELEG.F56D6.6	1	0	0	0	18	10	0	0	1	0	2.5	3	0	0	1.33333	1.33333	0	0	0	11.6667	4.5	3.33333	0	6	5	8	10	16	0	8	5	0	1.5	0	3.5	0.5	0	0	0	2	82	0.75	2.5	1.33333
CELEG.F56D6.7	1	0	1	1	2	0	0	0	0	0	0	0	4.5	0	3.66667	0	0.666667	2	1	3.66667	1	2	1.5	4.33333	7	19	6.5	8	12	5	4	0	2	1.5	4.5	0.5	0	0	2	1.5	150	8.75	6.75	2
CELEG.F56D6.8	1	0	1	0	0	15	0	0	2	0	0	0	1	3	0	1	1	1.66667	0	1	1	4.33333	8	8	8	11.5	32.5	9	3	6	23	1.5	1996	0.5	3.5	37	70.5	0	48.5	9	24885	2.75	6.75	10.6667
CELEG.F56D6.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	0	1.33333	2.5	0	2.5	6.33333	0	14	90	15	6	5	18	0	4654.5	1	8.5	8.5	18	0	0	1.5	13736	21.25	82	2
CELEG.F56E10.1	1	0	0	0	3	17	0	2	4	3	318.5	1581	1342.5	1062	975.667	1379.67	1203.33	991	1047	766.667	1139	841.667	718	445.333	1143	551.5	516	464	386	340	437	979	313	239	266.5	60	765	1598	182.5	241	34154	162.25	581.5	256.333
CELEG.F56E10.2	1	0	0	0	6	18	6	3	4	0	123	354	275	189.5	262	465.333	947.333	1551.67	1125	2111.33	3130.5	3710	4703	4539.67	7066	6706	4200.5	6074	6695	6120	5667	193	1030	461	511.5	111	225.5	24	304	98	142303	1121.75	1608.75	1387.33
CELEG.F56E10.4	1	0	0	0	2	22	11	7	13	3	20892.5	13852	7032.5	16305	11747.7	14832.3	18088.7	30431.3	9362	19357.3	17266	26547.3	30011	18863	22548	25161	129140	17186	18660	39702	23704	12755	203770	61065.5	149812	294593	68596.5	13107	55711	72055	4564930	54400.2	46242.5	55639.7
CELEG.F56E3.3	1	0	0	0	7	19	0	2	22	4	283.5	271	1140	1139	1379	2342.33	2341.33	2434.33	1713	1904.33	2790	3575.33	4117.5	4182.33	5031	5845.5	7516	5744	5764	4888	5308	359.5	8223.5	3524.5	5573	890	1557.5	274	3245	1506.5	324796	6911	17373	10660.3
CELEG.F56E3.4	1	0	0	0	2	21	8	13	53	5	36.5	5	11	40	23.3333	56.6667	110	216.333	148	442	547.5	938.667	901.5	749.333	1278	1223	926	1065	1017	1004	776	5.5	224.5	43.5	91	7	2.5	0	8	3.5	33407	97	215.25	227.667
CELEG.F56F10.1	1	0	0	0	4	22	0	3	2	0	21.5	34	87.5	54	48	38.6667	52	71.6667	25	181.667	198	613.333	511	1739	414	1589.5	10771	1262	1772	3579	2742	14.5	4880.5	3063.5	5870.5	2149	3283	34	3582.5	3544.5	213511	3028	2787.75	4565
CELEG.F56F10.2	1	0	0	0	2	14	0	1	15	0	6.5	20	2.5	4	1.66667	26	8.66667	69	21	132.667	124.5	483	583.5	785.333	377	946.5	1445	799	857	2577	1098	4	1154	309	865	248.5	186	25	370	313	53399	1552.75	2061.75	1846.33
CELEG.F56F10.3	1	0	0	0	2	16	1	3	6	2	41.5	42	73	63.5	60.6667	76.3333	120	71.3333	96	33	37	95.3333	111	374.667	117	247.5	1295	202	288	770	977	71	1807	1029	1927	982.5	1047	5	1722.5	1474.5	93342	3801.25	5956.25	6710.33
CELEG.F56F10.4	1	0	0	0	2	16	2	8	7	6	617.5	848	1379.5	1141.5	1405.33	2828	3009.67	3220.33	2779	3612.33	4446	4647.67	5070.5	2889.67	5035	4684.5	3379.5	3516	3289	3404	2451	686	1216	804	1301.5	224	627.5	499	583.5	348	168939	743.5	1743	1751.67
CELEG.F56F11.1	1	0	1	0	1	9	0	0	1	0	8	0	1	0	0	0	0.333333	0.333333	0	0.666667	4	2	1	9.33333	8	4.5	83.5	10	0	12	0	0	123	8.5	47	13	9	0	42.5	18	2449	126.5	311.75	193
CELEG.F56F11.2	1	0	0	0	0	11	0	0	5	1	89.5	117	136.5	119	65.3333	87.6667	85.3333	89	60	68	142	133	149.5	245	300	196	684	138	173	235	286	71.5	524.5	193	392	224.5	122	61	234.5	235	21075	505.75	916	372.333
CELEG.F56F11.3	1	0	0	0	12	24	4	3	8	23	66	137	61.5	51	57.6667	63.3333	93.3333	139.333	69	171.333	214.5	453	488.5	1231.67	689	1051	1609	864	1136	1564	889	60.5	994.5	782	1804	502	688.5	56	761.5	531	62969	1564.75	4192.25	2538
CELEG.F56F11.4	1	0	0	0	26	18	10	2	3	5	13504	10724	5371.5	3278	958.333	443.667	307.333	242	239	163.667	263.5	224.667	307	165.333	362	338.5	436	299	496	684	522	5612	73	124.5	292	182.5	2424.5	3720	194	769.5	178946	254	1136	373.333
CELEG.F56F3.1	1	0	0	0	1	19	25	9	2	10	66298	69108	37517.5	25634	15271	17738.7	15956.3	13734	10597	12954.7	13966.5	10956	14162.5	9852.33	17049	13025.5	14297	11536	11332	10698	11961	32342.5	11811.5	4207.5	13362	4071.5	48089.5	42312	5917	9072	2221363	8647.75	21827.5	13697
CELEG.F56F3.2	1	0	0	0	2	19	4	4	14	3	191.5	231	283	227	275	531.333	704.667	821.333	685	1208.33	1642	1681.67	2038.5	1089.67	1736	1556.5	2235	1225	861	1449	757	120.5	1068.5	1408.5	3222	1396.5	3365.5	37	2265.5	3410.5	160436	2036.25	2086.75	2890.33
CELEG.F56F3.4	1	0	0	0	5	17	1	1	2	0	74	72	28.5	82.5	36	47.6667	66	71	63	164.667	104.5	136	149	65	152	103	91	100	101	152	72	6.5	10.5	44	361	154.5	205.5	76	1513.5	228	21552	24	39.25	1137
CELEG.F56F3.5	1	0	0	0	3	20	33	5	2	4	39620	24834	21887	25468.5	19314.3	26549.3	28728.3	34372	26719	35272.3	42554.5	49365.7	59123.5	51761	66555	64768	250150	63178	68890	89702	78363	17362.5	448212	107994	302684	210940	110912	101618	80172.5	112116	9449952	128937	273790	228930
CELEG.F56F3.6	1	0	0	0	0	22	21	5	34	8	430	494	186.5	216.5	143.333	147.667	84.3333	82.3333	133	65.3333	91.5	125.667	95	322.333	91	111	2324.5	123	129	228	261	189	3320.5	275.5	1382.5	640	367.5	77	436.5	339.5	60800	2638.25	4529.5	4435.33
CELEG.F56F4.1	1	0	0	0	1	10	1	1	2	0	143	59	84	53.5	24	13	5	4.66667	0	3	3.5	6.66667	8	8	0	9.5	5.5	27	10	4	5	68	0.5	0	4	4.5	1.5	5	161.5	4	3180	0	0	164.667
CELEG.F56F4.2	1	0	0	0	1	0	0	0	0	0	2	0	11.5	10.5	2.66667	2.33333	4.66667	3.66667	0	3	0	10	7	12.3333	0	9	9.5	22	7	3	7	10	1.5	1.5	21.5	32	13.5	0	140	17	1105	0	0.5	60.3333
CELEG.F56F4.3	1	0	0	0	2	17	0	0	2	0	5.5	20	16	20	8.33333	9.66667	5.66667	2.66667	4	18.3333	7	22.3333	10.5	42	4	26	7.5	31	9	12	23	4.5	4	18	145.5	49.5	44	9	493.5	73.5	4680	3.75	0	260.667
CELEG.F56F4.4	1	0	0	0	2	13	0	0	1	0	0	0	3.5	0	0	0	0	4.33333	0	2.33333	2.5	5	0	4.66667	0	13	3.5	9	7	5	0	0	0.5	1.5	6	11	2.5	4	182.5	5.5	771	0	0	76.3333
CELEG.F56F4.5	1	0	0	0	2	20	6	6	11	0	10.5	10	17	19	24.3333	36	59.6667	82.6667	81	121.667	157	250.667	248.5	822.333	240	431.5	1710.5	277	448	852	880	1	1556.5	729	596	317.5	588.5	5	834.5	590	72727	4681.75	2921	2088.33
CELEG.F56F4.6	1	0	0	0	6	0	0	2	0	0	0	2	0	0	1.33333	0	1.66667	0.333333	0	1	6	1.66667	0	7.66667	10	9	2.5	13	2	14	0	2	0	0	2.5	0.5	0	0	4	0	67	0	0	1.66667
CELEG.F56F4.8	1	0	1	0	0	0	0	0	0	0	4297	1194	1439.5	1398.5	730	294.333	61.6667	14.6667	20	14	21.5	17.6667	19	22	18	34.5	34	47	33	38	4	1272.5	3	0	1	6	45.5	5	0	2.5	117807	15.25	0	1.33333
CELEG.F56F4.9	1	0	0	0	1	14	0	0	1	0	4	0	8	5.5	2	0	1	1.33333	0	2	0.5	2.33333	2.5	10.3333	0	4	9.5	15	0	0	5	0.5	0.5	1	13.5	25.5	11	0	113.5	11	824	0	0.5	49
CELEG.F56G4.1	1	0	0	0	2	0	0	0	0	0	30	26	19.5	32.5	13	9.66667	34.3333	8.33333	7	9.66667	15.5	17.6667	40	27.6667	77	33	29.5	59	35	57	56	8	409	122.5	32	15	9.5	5	142.5	24	5420	19.25	28.75	181
CELEG.F56G4.2	1	0	0	0	1	14	1	4	1	2	67432.5	22468	47424	55949.5	43250.3	35586.7	13392.7	2755.33	2083	756.333	459.5	319	268.5	252.667	386	234	484	227	194	483	428	29447.5	71	0	6	116	3226	63	14	30	1813033	305.25	32.75	20.6667
